Arquivo,Parágrafo,Número do parágrafo
meningite_nota_tecnica_1txt_notatecnica2023.txt,Disponível em: 05 fev. 2022.,100
meningite_nota_tecnica_1txt_notatecnica2023.txt,"Guia de Vigilância em Saúde [recurso eletrônico] / Ministério da Saúde, Secretaria de Vigilância em Saúde.",101
meningite_nota_tecnica_1txt_notatecnica2023.txt,"Coordenação-Geral de Desenvolvimento da Epidemiologia em Serviços. – 5. ed. – Brasília : Ministério da Saúde, 2021.",102
meningite_nota_tecnica_1txt_notatecnica2023.txt,Acesso em: 22 ago CEARÁ.,106
meningite_nota_tecnica_1txt_notatecnica2023.txt,Disponível em: WHO.World Health Organization.,108
peste_manual_2.txt,"1 Introdução 15 2 Epidemiologia 17 2.1 Agente etiológico 17 2.2 Vetores 19 2.3 Roedores 20 3 Bioecologia da peste 23 3.1 Reservatórios da peste 23 3.2 Focos naturais 24 3.3 Ciclos bioecológicos da peste 25 3.4 Manutenção da peste nos focos 26 4 A peste no Brasil 27 4.1 Focos de peste do Brasil 27 5 A peste humana 33 5.1 Fisiopatogenia 33 5.2 Patologia 34 5.3 Epidemiologia 34 5.4 Manifestações clínicas 35 5.5 Diagnóstico diferencial 39 5.6 Tratamento 40 5.7 Diagnóstico laboratorial 42 6 Técnicas utilizadas no diagnóstico de peste 44 6.1 Diagnóstico bacteriológico 44 6.2 Diagnóstico sorológico 47 6.3 Diagnóstico em roedores 48 6.4 Diagnóstico em pulgas 49 6.5 Técnicas diversas 49 6.6 Nova técnicas 50 7 Biossegurança 52 8 Monitoramento da atividade pestosa 53 8.1 Monitoramento da população de roedores 53 8.2 Monitoramento da população de pulgas 56 8.3 Inquéritos sorológicos entre os carnívoros 58 9 Controle 59 9.1 Medidas preventivas 59 9.2 Educação em saúde e mobilização social 59 9.3 Controle dos roedores 60 9.4 Vacinação 60 9.5 Busca ativa 60 9.6 Definição de caso 61 9.7 Investigação epidemiológica 61 9.8 Notificação e medidas internacionais 62 9.9 Medidas em caso de epidemia 65 10 Vigilância e controle em áreas endemo-enzoóticas 68 10.1 Relevância da peste e conseqüente urgência epidemiológica: circunstâncias condicionantes 68 10.2 Métodos de monitoramento epidemiológico e técnicas de diagnóstico 69 10.3 Estratégias de monitoramento epidemiológico e suas indicações 70 11 Avaliação epidemiológica 71 11.1 Logística 71 11.2 Fluxo de informações 72 11.3 Programação e acompanhamento 72 12 A peste e a visão de controle multidoença e multissetorial 73 13 Desenvolvimento e manutenção dos programas nacional, estaduais e municipais de controle da peste 74 Referências 75 Anexos 81 Anexo A – Controle dos reservatórios – Anti-ratização 83 Anexo B – Controle do vetor – Desinsetização 84 Anexo C – Ficha Sinan 85 Anexo D – Fichas Sispeste 87 O termo peste é usado popularmente para designar flagelos marcantes que, por sua magnitude e transcendência, alteram a rotina das famílias, das sociedades e das nações.",1
peste_manual_2.txt,A doença foi responsável por grande morbimortalidade em diferentes épocas.,15
peste_manual_2.txt,"A segunda, a Peste Negra, iniciou-se na Ásia e estendeu-se por toda a Europa e norte da África, persistindo do século XIV ao XVI, expressando-se clinicamente pela pneumonia, responsável pela morte de 42.386.486 pessoas entre 1347-1353.",19
peste_manual_2.txt,"Em 1936, o Departamento Nacional de Saúde (DNS) assumiu o controle e obteve bons resultados.",25
peste_manual_2.txt,"Distribuição mundial da peste (OMS) – 2000-2005 Fonte: www.who.int/en x Pedra Branca/CE, Brasil: um caso, 2005 16 Secretaria de Vigilância em Saúde • MS 2 Epidemiologia 2.1 Agente etiológico O agente etiológico da peste é a Yersinia pestis.",35
peste_manual_2.txt,Planalto Oriental da Bahia 14.,127
peste_manual_2.txt,"Morbimortalidade por peste, por estado, Brasil, período de 1935 a 2007 1935 - 148 - - 421 - - - - 2 - 571 233 1936 16 146 - 4 90 - - 72 - 31 - 359 136 1937 - 2 - 5 23 - - 5 - 1 - 36 15 1938 - 16 - 5 94 19 - - 12 - - 146 61 1939 - 5 - 1 44 55 - 2 - 4 - 111 45 1940 - 11 - - 104 83 - 57 - - - 255 53 1941 - 2 - - 145 112 - 36 7 - - 302 87 1942 - 4 - - 16 12 - - - - 3 35 7 1943 - 22 - - 25 13 - 6 - - - 66 22 1944 - 69 - - 22 36 - 27 - - - 154 36 1945 - 31 - - 151 9 - 1 - - - 192 42 1946 - 175 - 19 66 2 1 36 - - 34 333 71 1947 - 3 - 4 47 17 - 10 - - 7 88 11 1948 - 33 - - 71 25 - 257 - - - 386 54 1949 - 10 - - 24 1 - 52 - - 9 96 18 1950 - 3 - 5 11 19 - 17 - - - 55 10 1951 - 6 - - 7 3 - 4 - - - 20 4 1952 - - - - 19 41 - 1 4 - - 65 6 1953 - - - - 5 2 - 3 - - - 10 1 1954 - - - - 2 - - 4 - - - 6 1 1955 - 4 - - 3 - - 20 - - - 27 10 1956 - - - - 4 - - - - - - 4 - 1957 - - - - 12 5 - 20 - - - 37 7 1958 - - - - - - - 25 - - - 25 5 1959 - - - - - - - 16 - - - 16 - 1960 - - - - - 13 - 13 2 - - 28 8 1961 - 7 - 31 39 12 - 15 - - 2 106 11 1962 - 16 3 3 13 1 - - - - - 36 1 1963 - 13 - 2 7 3 - 14 - - - 39 12 1964 - 145 - 2 66 60 - 12 - - - 285 24 1965 - 36 15 3 23 4 - 37 - - 1 119 22 1966 - 30 3 - 2 - - 13 - - - 48 2 1967 - 106 - 1 24 6 - 10 9 - 1 157 10 1968 - 198 - 1 52 17 - 17 - - - 285 16 1969 - 98 - 3 28 - - 99 - - 65 293 34 1970 - 79 - - 10 1 - 11 - - - 101 5 1971 - 122 - 3 17 - - 4 - - - 146 6 1972 - 107 - - 2 5 - 55 - - - 169 9 1973 - 131 - - - 2 - 19 - - - 152 3 1974 - 147 - - 11 - - 123 - - 9 290 21 1975 16 127 - 6 271 - - 76 - - - 496 7 1976 - 95 - - - - - 2 - - - 97 1 1977 - 1 - - - - - - - - - 1 - 1978 - 11 - - - - - - - - - 11 - 1979 - - - - - - - - - - - 0 - 1980 - 84 - - 7 - - 6 - - - 97 - 1981 - 59 - - - - - - - - - 59 - 1982 - 128 - - 1 - - 22 - - - 151 2 1983 - 66 - - - - - 12 - - 4 82 - 1984 - 19 - - - - - 16 - - 2 37 2 1985 - 33 - - - - - 38 - - - 71 - 1986 - 4 41 - - - 31 - - - 76 3 1987 - - 1 11 - - - 33 - - - 45 - 1988 - - - - - - - 25 - - - 25 - 1989 - - - 2 - - - 24 - - - 26 - 1990 - - - - - - - 18 - - - 18 - 1991 - - - - - - - 10 - - - 10 - 1992 - - - - - - - 25 - - - 25 - 1993 - - - - - - - 14 - - - 14 - 1994 - 1 - - - - - 17 - - - 18 - 1995 - - - - - - - 9 - - - 9 - 1996 - 1 - - - - - 4 - - - 5 - 1997 - 1 - - - - - 15 - - - 16 - 1998 - - - - - - - 4 - - - 4 - 1999 - - - - - - - 6 - - - 6 - 2000 2 2 - 2001 - - - - - - - - - - - - - 2002 - - - - - - - - - - - - - 2003 - - - - - - - - - - - - - 2004 - - - - - - - - - - - - - 2005 - 01 - - - - - - - - - - - 2006 - - - - - - - - - - - - - 2007 - - - - - - - - - - - - - Total 32 2.556 22 152 1.979 578 1 1.522 34 38 137 7.050 1.134 Fonte: CDTV/CGDT/SVS/MS 30 Secretaria de Vigilância em Saúde • MS Comprovações bacteriológicas e/ou sorológicas da infecção pela Y. pestis têm sido feitas entre as seguintes espécies de animais: • Roedores: Rattus rattus, Necromys lasiurus (Bolomys lasiurus) (Zygodontomys lasiurus pixuna), Galea spixii, Oryzomys subflavus, Oligoryzomys nigripes (Oryzomys eliurus), Calomys expulsus (Calomys callo- sus), Akodon arviculoides, Trichomys apereoides (Cercomys cunicularius), Nectomys squamipes. • Carnívoros: Canis familiaris, Felis cattus. • Pulgas: Xenopsylla cheopis, Polygenis bohlsi jordani, Polygenis tripus, Pulex irritans, Ctenocephalides sp. • Marsupiais: Monodelphis domestica.",131
peste_manual_2.txt,"O endotélio dos vasos linfáticos e dos capilares também é acometido, sendo responsável pelo surgimento de sufusões hemorrágicas em diversos setores do organismo, o que constitui macroscopicamente o quadro mais freqüente no exame post-mortem.",161
peste_manual_2.txt,Sua dispensação pode oferecer dificuldades.,259
peste_manual_2.txt,Alguns espécimes devem ser conservados em álcool 70% ou montados pelas técnicas convencionais de montagem para referência em estudos taxonômicos. 8.2.6 Índices O índice global (pulga/roedor) é a média aritmética do total de pulgas capturadas pelo número de roedo- res espulgados.,421
peste_manual_2.txt,"O índice específico (pulga de determinada espécie/roedor hospedeiro) é a média aritmética do número de pulgas da espécie “x” pelo número de roedores hospedeiros, sendo o mais importante deles o da Xenopsylla.",423
peste_manual_2.txt,Tais medidas são chamadas em seu conjunto de anti-ratização (Anexo A).,435
peste_manual_2.txt,"A informação deve ser dada preliminar- mente à Secretaria de Estado de Saúde (Portaria SVS nº 5 de 21/02/2006, Item I: todos os casos suspei- tos devem ser notificados imediatamente, no máximo em 24 horas), que prontamente (por telefone, fax ou e-mail) notificará ao Ministério da Saúde, a quem cabe informar à OMS.",461
peste_manual_2.txt,"Fluxograma de notificação dos agravos sujeitos ao Regulamento Sanitário Internacional RSI 2005 – Fluxo para o Continente Americano Instrumento de decisão para avaliação e notificação de eventos que podem constituir-se Eventos detectados pelo Sistema Nacional de Vigilância, conforme Anexo I do Regulamento Sanitário Internacional de 2005 (WHA 58.3) doenças a seguir e que pode a saúde pública internacio- deverá conduzir à utilização ter grave impacto sobre a nal, incluindo aqueles de do algoritmo, porque elas saúde pública, devendo, causas ou origens desconhe- demonstraram capacidade portanto, ser notificado: ou cidas, bem como aqueles ou de causar um grave impacto •Varíola envolvendo eventos ou sobre a saúde pública e são •Poliomielite (poliovírus listados nas caixas ao lado, internacional: selvagem) devem conduzir à utilização •Cólera •Influenza humana por do algoritmo. novo subtipo (pandêmico) •Peste pneumônica •Síndrome Respiratória •Febre amarela Aguda Grave (Sars) •Febres hemorrágicas virais (Ebola, Lassa, Marburg) O impacto do evento sobre •Febre do Nilo Ocidental a saúde pública é grave? •Outros agravos de regional (exemplos: dengue, doenças meningocócicas).",469
peste_manual_2.txt,"Na forma pneumônica a doxiciclina, assim como as fluoroquinolonas e o cloranfenicol, são excelentes indicações. • Despulização dos pacientes, suas roupas e bagagens antes da internação, assim como dos contactan- tes (Anexo B). • Tratamento específico: vide os itens 6. 5, 6.5.1 e 6.5.2. • O isolamento dos pacientes de peste bubônica é desnecessário, mas o atendimento hospitalar é recomendado, pois facilita o tratamento, e se houver complicação pulmonar, que habitualmente surge nas primeiras 48 horas, as medidas necessárias serão tomadas tempestivamente.",481
peste_manual_2.txt,"Todo o material mantido na enfermaria deverá ser descartável para também ser incinerado, mesmo se não utilizado. • Desinfecção terminal: os cadáveres, especialmente os de peste pulmonar, devem ser manipulados sob rigorosas medidas de biossegurança. • Desinsetização (Anexo B): deve ser implementada imediatamente por ser o procedimento mais efi- caz no controle da disseminação da infecção.",485
peste_manual_2.txt,"Moraes Rego s/n, Cidade Universitária, Recife/PE, Brasil CEP: 50670-420 Caixa Postal: 7472 • Tel.: (81) 2101-2500 / 2101-2600 E-mail: imprensa@cpqam.fiocruz.br 10 Vigilância e controle em áreas endemo-enzoóticas que a vigilância epidemiológica garanta um monitoramento contínuo, inclusive das áreas adjacentes.",489
peste_manual_2.txt,"O instrumento de coleta de dados, a ficha epidemiológica, disponível no Sinan (Anexo C), contém os elementos essenciais a serem coletados em uma investigação de rotina.",518
peste_manual_2.txt,"Os dados operacionais e epidemiológicos do PCP são coletados e processados em dois sistemas: • Sistema Nacional de Agravos de Notificação (Sinan) para os dados relativos aos casos humanos (ficha no Anexo C); • Sistema de Informação de Peste (Sispeste) para os demais dados gerados na execução das ações progra- máticas (fichas no Anexo D). 11.3 Programação e acompanhamento (PAVS), de acordo com a Portaria SVS nº 64, de 30 de maio de 2008: • Ação Vigilância Entomológica – realizar coleta de pulgas em áreas focais de peste; • Ação de Vigilância de Hospedeiros e Reservatórios – realizar captura de roedores para vigilância em áreas focais; prover sorologia de material coletado em carnívoros e roedores para detecção de atividade pestosa e aplicar inseticidas intradomiciliarmente; • Busca ativa e orientação à população de risco. que envolvem aspectos epidemiológicos e operacionais.",527
peste_manual_2.txt,Epizootias devem ter respostas rápidas.,563
peste_manual_2.txt,Plague surveillance in Brazil: 1983-1992.,580
peste_manual_2.txt,"P.; TAVARES, C.; LEAL-BALBINO, T.",584
peste_manual_2.txt,Intraspecific Diversity of Yersinia pestis.,587
peste_manual_2.txt,Manual de controle de roedores.,601
peste_manual_2.txt,"Geneve: World Health Organization, 2000.",611
peste_manual_2.txt,Plague as a Biological Weapon.,637
peste_manual_2.txt,Medical and Public Health Management.,638
peste_manual_2.txt,Yersinia pestis-etiologic agent of plague.,659
peste_manual_2.txt,"Epidemiology, Distribution, Surveillance and Control.",668
peste_manual_2.txt,"A observância dessas normas deve ser exigida por todos os profissionais envolvidos na atividade. 84 Secretaria de Vigilância em Saúde • MS República Federativa do Brasil Nº | | | | | | | | | 31Data da Investigação 32 Ocupação | || | | | | | CASO SUSPEITO: Paciente sintomático ganglionar (presença de bubões ou adenite dolorosa) ou respiratório (tosse, dispnéia, dor no peito, escarro muco-sanguinolento) com febre e um ou mais dos seguintes sintomas/sinais: calafrios, cefaléia, dores no corpo, fraqueza, anorexia, hipotensão e/ou pulso rápido/irregular, oriundo de zonas ativas de ocorrência de peste. 33 A ocorrência cumpre condições básicas de risco? 34 O Caso está associado a eventos positivos de importância epidemiológica para Peste? 1 - Sim 2 - Não 9 - Ignorado 1 - Sim 2 - Não 9 - Ignorado 35Os Sinais e Sintomas são compatíveis com a 36Sintomatologia Específica 1 - Sim 2 - Não 9 - Ignorado definição de caso? Ganglionar Pulmonar 1 Tipo de Notificação 2 - Individual 5 Município de Notificação 6 Unidade de Saúde (ou outra fonte notificadora) 7 Data dos Primeiros Sintomas | | | | | | | 8 Nome do Paciente 9 Data de Nascimento | | | | | | | siareGsodaD 2 Agravo/doença Código (CID10) 3 Data da Notificação PESTE A 2 0. 9 | | | | | | | 4 UF Código (IBGE) | | | | | | | | | | | | 10 (ou) Idade 1 2 3 - - - D M H i o ê a r s a 11 SexoM F - - F M e a m s i c n u in lin o o 12G 4 1 e - - 1 s Id º t T a a r d n im e t e e g s e t s re ta c io 2 n -2 a º l T I r g im no e r s a t d re a 5 - 3 N - ã 3 o ºT r i m 6 e - s N tre ão se aplica 1 1 3 -B R ra a nc ç a a / C 2 o -P r reta 3-Amarela | | 4 - Ano I - Ignorado 9-Ignorado 4-Parda 5-Indígena 9- Ignorado 14Escolaridade 0-Analfabeto 1-1ª a 4ª série incompleta do EF (antigo primário ou 1º grau) 2-4ª série completa do EF (antigo primário ou 1º grau) 3-5ª à 8ª série incompleta do EF (antigo ginásio ou 1º grau) 4-Ensino fundamental completo (antigo ginásio ou 1º grau) 5-Ensino médio incompleto (antigo colegial ou 2º grau ) 6-Ensino médio completo (antigo colegial ou 2º grau ) 7-Educação superior incompleta 8-Educação superior completa 9-Ignorado 10- Não se aplica 15 Número do Cartão SUS 16 Nome da mãe | | | | | | | | | | | | | | | 17UF 18MMuunniiccííppiioo ddee RReessiiddêênncciiaa CCóóddiiggoo ((IIBBGGEE)) 19 Distrito | || || || || || 20 Bairro 2211Logradouro (rua, avenida,...) Código || || || || || 22 Número 23Complemento (apto., casa, ...) 24Geo campo 1 25 Geo campo 2 26 Ponto de Referência 27 CEP | | | | - | | 28 (DDD) Telefone 29Zona 1 - Urbana 2 - Rural 30País (se residente fora do Brasil) 3 - Periurbana 9 - Ignorado 1 - Sim 2 - Não 9 - Ignorado 37 Exame Bacteriológico 38Data da coleta S1 40 Resultado da Sorologia para ELISA 1 2 - - N Po e s g i a ti t v iv o o Hemocultura | | | | | | | 1 2 - - N R ã e o a - g R e e n a te gente SS11 3 - Inconclusivo Esfregaço Direto 39 Data da coleta S2 3 - Inconclusivo S2 4 - Não Realizado 4 - Não Realizado | | | | | | | 41 Resultado da Hemoaglutinação 1 - Reagente IgM Titulos IgG Titulos 2 - Não-Reagente 3 - Inconclusivo 1 : | | | 1 : | | | 4 - Não Realizado Sinan NET SVS 01/06/2006 42 Caso Tratado? 43 Instituído Controle Focal? 44Classificação Final 45Critério de Confirmação/Descarte 1 - Sim 1 - Confirmado 2 - Descartado 2 - Não 1 - Sim 2 - Não 9 - Ignorado 9 - Ignorado 46Classificação da Forma Clínica 47Gravidade 1 - Forma Bubônica 2 - Forma Pneumônica 1 - Benigno/Ambulatorial 2 - Moderado 3 - Grave 55 Evolução do Caso 56Data do Encerramento 1 - Cura 2 - Óbito por peste 3 - Óbito por outras causas 9 - Ignorado | | | | | | | 86 Secretaria de Vigilância em Saúde • MS 3 -Septicêmica 4 - Outra 48O m u c n a i s c o íp é io a d u e tó r c e t s o i n d e ê n d c o ia? 49UF 50 País 51Município 1-Sim 2-Não 3-Indeterminado | 53 Bairro 54 Doença Relacionada ao Trabalho 1 - Sim 2 - Não 9 - Ignorado 1 - Laboratório 2 - Clínico-Epidemiológico 3 - Clínico Código (IBGE) | | | | | 52 Distrito Cód. da Unid. de Saúde Município/Unidade de Saúde | | | | | | Sinan NET SVS 01/06/2006 SVS/MS 88 Secretaria de Vigilância em Saúde • MS PROGRAMA DE CONTROLE DA PESTE-PCP DIÁRIODEBUSCAATIVA/DIVULGAÇÃOECAPTURADEROEDORESEPULGAS 01-Nodecontrole:___________________ 02-UF................. :_______ 03-Município:____________________________________________________________________ 04-Localidade.. :_________________________________________________________05-Categoria..:__________________ 06-Datadaativ :______/_______/_______ 07-RegPestígena:____________________________________08-Zonaesp.vig.:_____________________________________ Buscaativa/Orientçãoàpop.derisco(BA) Capturaderoedoresepulgas(CRP) Denúncias/ Númerodeeventosimportânciaepidemiol.",702
poliomielite_diretriz_nacional_1.txt,"APRESENTAÇÃO 13 1 INTRODUÇÃO 15 1.1 Características geográficas e populac ionais do Brasil 17 1.2 Antecedentes do controle da poliomielite no Brasil 18 2 OBJETIVOS 21 2.1 Objetivo geral 23 2.2 Objetivos específicos 23 3 ESTRUTURA DO PAÍS PARA RESPOSTA A EVENTO OU SURTO DE POLIOMIELITE 25 3.1 Departamento do Programa Nacional de Imunizações 27 3.1.1 Vigilância da paralisia flácida aguda – PFA 28 3.2 Coordenação-Geral de Laboratórios de Saúde Pública – CGLAB 29 3.3 Centro de Informações Estratégicas em Vigilância em Saúde – Cievs 31 3.4 Rede Nacional de Vigilância Epidemiológica Hospitalar – Renaveh 32 3.5 Atenção Primária à Saúde – APS 33 3.6 Secretaria de Atenção Especializada à Saúde – Saes 38 3.7 Secretaria de Saúde Indígena – Sesai 39 4 PREPARAÇÃO 41 4.1 Mecanismo de gestão 43 4.2 Definição das equipes responsáveis 45 4.3 Solicitação e uso das vacinas poliomielite 46 4.4 Plano preliminar de capacitação 46 4.5 Plano preliminar de comunicação e mobilização social 48 4.5.1 Público-alvo x objetivos de comunicação 48 4.5.2 Mensagens-chave para uma comunicação efetiva 48 4.5.3 Medidas estratégicas 49 4.6 Plano preliminar de supervisão 49 4.7 Orçamento preliminar 50 4.8 Preparação para a equipe de resposta rápida – equipe de apoio internacional 52 4.9 A importância da vacinação contra a poliomielite em tempos da covid-19 52 5 DEFINIÇÕES 53 5.1 Definição dos eventos de detecção e dos surtos causados por poliovírus 55 5.2 Poliovírus derivado da vacina 55 6 DETECÇÃO, NOTIFICAÇÃO E INVESTIGAÇÃO – CRONOLOGIA 57 7 DETECÇÃO DE POLIOVÍRUS TIPO 2 61 7.1 Notificação 63 7.2 Investigação 64 7.3 Metodologia da avaliação de risco 66 7.3.1 A natureza do vírus – PVS, Sabin ou PVDV 67 7.3.2 Avaliação da extensão geográfica da transmissão e risco de propagação 69 7.4 Avaliação e classificação de risco de transmissão posterior de poliovírus do sorotipo 2 70 7.5 Fatores que influenciam o tipo e a magnitude da resposta 72 7.6 Tomada de decisões 73 7.7 Resposta diante da confirmação de um evento ou surto 74 7.7.1 Vacinação 74 7.7.2 Solicitação da vacina 75 7.7.3 Organização das etapas de vacinação 76 7.7.4 Viajantes 77 7.8 Encerramento e validação final do surto 77 7.9 Vigilância pós-evento ou surto 79 8 DETECÇÃO DE POLIOVÍRUS 1 E 3 81 8.1 Notificação de poliovírus 1 e 3 83 8.2 Investigação 84 8.2.1 Investigação dos casos e dos contatos 84 8.2.2 Busca ativa de casos institucional e comunitária 84 8.2.3 Análise de coberturas 85 8.2.4 Diagnóstico laboratorial 85 8.3 Avaliação de risco 87 8.4 Resposta a detecção de poliovírus 1 e 3 87 8.5 Encerramento do surto 89 9 DETECÇÃO DE EVENTOS DE POLIOVÍRUS E SURTOS DE POLIOMIELITE NO AMBIENTE 91 9.1 Definição de eventos de detecção e de surtos causados por poliovírus 94 9.2 Detecção 95 9.3 Notificação 95 9.4 Investigação 95 9.5 Avaliação de risco 98 9.6 Resposta 98 10 APOIO DOS ALIADOS DA GPEI AOS PAÍSES EM SUA RESPOSTA DIANTE DOS SURTOS 99 10.1 Responsabilidades das autoridades de saúde e seus aliados 101 10.2 Políticas fundamentais da GPEI para otimizar a resposta ao surto 101 10.2.1 Política de reforço da resposta 101 10.2.2 Política de “prevenção sem arrependimento” 102 11 VOPM2 – MANEJO, MONITORAMENTO, DESTRUIÇÃO E ELIMINAÇÃO 103 11.1 Manejo da VOPm2 105 11.2 Monitoramento da distribuição da VOPm2 106 11.3 Destruição e eliminação segura da VOPm2 106 REFERÊNCIAS 109 ANEXOS 113 Anexo A – Notificação da poliomielite segundo o Regulamento Sanitário Internacional 114 Anexo B – Informações necessárias para análise de risco 116 Anexo C – Encerramento do surto por PVS e cPVDV 121 Anexo D – Vacinação de resposta a evento por tipo de poliovírus 122 Anexo E – Vacinação de resposta a surto por tipo de poliovírus 125 Anexo F – Principais passos e cronograma para componentes críticos para resposta a um evento ou surto de poliomielite 131 Anexo G – Estratégias de resposta após a detecção de um poliovírus derivado da vacina 132 Anexo H – Valiação da qualidade da resposta: fatores a serem considerados antes, durante e após a implementação 133 Anexo I – Avaliação de risco: Resumo dos elementos para a avaliação sistemática de risco de um novo isolamento PVDV, PVS ou Sabin Like2 135 Anexo J – Cronograma e ações no primeiro mês após a detecção do poliovírus 139 Anexo K – Cronograma e responsabilidade pelas atividades de resposta ao surto desde o Dia 0 até o término do surto 142 caracterizada por um quadro de paralisia flácida, de início súbito, que ocorre em aproximadamente 1% das infecções causadas pelo poliovírus.",1
poliomielite_diretriz_nacional_1.txt,"Em 1999, foi detectado o último caso de poliomielite causada pelo poliovírus selvagem tipo 2 (PVS2) em todo o mundo; entretanto, o poliovírus Sabin tipo 2 (Sabin 2) foi responsável pela maioria dos casos de poliovírus circulante derivado da vacina (cPVDV), detectados a partir do ano 2000, e de uma pro- porção substancial dos casos de poliomielite paralítica associada à vacina. vacina oral trivalente poliomielite (VOPt) após a erradicação mundial da poliomielite, o Plano estratégico integral para a erradicação da poliomielite e a fase final 2013-2018, elaborado pela Iniciativa Global de Erradicação da Poliomielite (GPEI, por sua sigla em inglês), orientou a todos os países que utilizavam somente a VOPt em seu esquema de vacinação, introduzir pelo menos uma dose de vacina inativada poliomielite (1, 2 e 3) (VIP) no esquema de rotina, antes de retirar o componente tipo 2 da vacina oral, mediante a mudança sincronizada no âmbito mundial da VOPt pela vacina oral polio- mielite bivalente (VOPb), que contém somente os sorotipos 1 e 3.",6
poliomielite_diretriz_nacional_1.txt,"Primária à Saúde (APS), nos centros de referência e atenção de alta causados por qualquer poliovírus do tipo 2, bem como para os poliovírus selvagem e PVDV dos tipos 1 e 3, considerando o risco de importação é endêmica (Paquistão e Afeganistão) e o uso da VOPb, que pode ocasionar a emergência de PVDV em áreas com muito baixas coberturas vacinais, diante das necessidades apresentadas pela pessoa acometida. 14 Ministério da Saúde | Secretaria de Vigilância em Saúde 1.1 CARACTERÍSTICAS GEOGRÁFICAS E FIGURA 1 – MAPA POLÍTICO DO BRASIL Fonte: NT-AID/CGPINI/DEIDT/MS,4.1 MECANISMO DE GESTÃO No País, o Ministério da Saúde coordena as ações de preparação, vigilância, monitoramento, alerta e resposta às emergências em saúde pública, incluindo de gestão do SUS.",9
poliomielite_diretriz_nacional_1.txt,"O Comitê de Monitoramento de Eventos de Saúde Pública (CME), é conduzido pela Coordenação-Geral do Centro de Informações Estratégicas de Vigilância em Saúde (CGCIEVS), do Departamento de Emergências em Saúde Pública, da técnicas e secretarias do Ministério da Saúde e demais órgãos.",10
poliomielite_diretriz_nacional_1.txt,"Diretrizes para resposta a um evento de detecção de poliovírus e um surto de poliomielite: estratégia do Brasil 43 QUADRO 3 – EQUIPE NACIONAL DE RESPOSTA IMEDIATA A UM EVENTO OU SURTO Assessoria Especial e Comunicação Social – Ascom Assessoria Especial de Assuntos Internacionais – Aisa ◼ Departamento do Programa Nacional de Imunizações – DPNI  Coordenação-Geral de Incorporação Científica de Imunizações – Cgici  Câmara Técnica Nacional de Especialistas para ◼ Coordenação-Geral de Planejamento, Orçamento e Monitoramento da Execução Financeira – CGPO ◼ Coordenação-Geral de Laboratórios de Saúde Pública – CGLAB  Laboratório de Referência Nacional – Fiocruz/RJ  Laboratório de Referência Regional – IEC/PA ◼ Departamento de Ações Estratégicas de Epidemiologia e Vigilância em Saúde e Ambiente – Daevs ◼ Departamento de Vigilância em Saúde Ambiental e Saúde do Trabalhador – DVSAT  Coordenação-Geral de Vigilância em Saúde Ambiental – CGVAM ◼ Departamento de Emergências em Saúde Pública – DEMSP  Coordenação-Geral de Preparação e Resposta às Emergências em Saúde Pública – CGPRESP  Coordenação-Geral do Centro de Informações Estratégicas em Vigilância em Saúde – CGCIEVS  Cievs Nacional  Rede Cievs  Renaveh ◼ Núcleo de Comunicação – Nucom ◼ Departamento de Estratégias e Políticas de Saúde Comunitária – Desco  Coordenação-Geral de Saúde da Família e Comunidade – Cgesco ◼ Departamento de Atenção Hospitalar, Domiciliar e de Urgência – Dahu Assessoria Especial de Comunicação Social – Ascom Agência Nacional de Vigilância Sanitária – Anvisa Fonte: Ministério da Saúde.",15
poliomielite_diretriz_nacional_1.txt,Nota: Ascom do Ministério da Saúde: responsável ativação do plano de comunicação de crise e definição do porta-voz.,16
poliomielite_diretriz_nacional_1.txt,"Agência Nacional de Vigilância Sanitária (Anvisa): responsável pelo registro e liberação do uso de imunobiológicos. 44 Ministério da Saúde | Secretaria de Vigilância em Saúde âmbito de abrangência que deverá apoiar as ações de preparação, de vigilância e de resposta a evento ou surto de poliomielite.",17
poliomielite_diretriz_nacional_1.txt,"Os estados a qual deve estar integrada, ao menos, pelo responsável pela Vigilância Epidemiológica, imunização, laboratório, comunicação social, atenção primária, planejamento, orçamento e atenção à saúde indígena. 4.2 DEFINIÇÃO DAS EQUIPES RESPONSÁVEIS Planejamento: é de responsabilidade da gestão e resposta imediata do município e Dsei com apoio dos âmbitos estadual e nacional.",18
poliomielite_diretriz_nacional_1.txt,"Investigação: será realizada pela equipe de Vigilância Epidemiológica e equipe da Atenção Primária do âmbito municipal, pelos Dsei (caso ocorra dentro dos territórios indígenas) e investigações de campo no âmbito do EpiSUS-Avançado, com apoio dos âmbios estadual e nacional, e coordenada pelo responsável da VE-PFA.",19
poliomielite_diretriz_nacional_1.txt,"O formulário para realizar a solicitação destas vacinas encontra-se em formato PDF no endereço: mOPV2-Vaccine-Request-Form-template-EN- v3.2.doc (live.com). 4.4 PLANO PRELIMINAR DE CAPACITAÇÃO e do Distrito Federal com o apoio da esfera federal, a fim de garantir o desenvolvimento das atividades de Vigilância Epidemiológica, laboratorial, imunizações e APS, entre outras descritas nestas diretrizes, de forma conjunta 46 Ministério da Saúde | Secretaria de Vigilância em Saúde para uma resposta coordenada, oportuna e em cumprimento as ações propostas.",32
